,Text,Topic,Rating,Likes,Food,Broad Filter,Media,Age,Gender,food,supermarkets,related,drinks,slang,diet,meals,Dmeals,words_no,Polarity,restaurants,brands,Media_0,Media_1,Media_2,BMI,topic_no
11,Wie zn brood lekker? :-P ,2: Wat eet ik: Foods,1.0,2.0,['brod'],"['zn', 'brod', 'lekker']",1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.675,0.0,0.0,0.0,1.0,0.0,26.0,2
12,Ik ben kkrt en pittig,4: Honger,,0.0,['pittig'],"['kkrt', 'pittig']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,26.0,4
13,Ik??snoep,1: Eten,4.0,0.0,['snoep'],['snoep'],0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,1
14,Het BIFI WORSTJE van sven zit in de gevare zone,6: Eating plans / Tafel,3.0,3.0,['worstj'],"['bifi', 'worstj', 'sven', 'zit', 'gevar', 'zon']",0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,6
15,Milkshake?tjappen,Other,3.0,4.0,"['milkshak', 'tjapp']","['milkshak', 'tjapp']",0.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,12
16,De pizza??????,3: Eet smakelijk,3.0,5.0,['pizza'],['pizza'],2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,3
17,Dit is groente patat het is fies,2: Wat eet ik: Foods,2.0,3.0,"['patat', 'groent']","['groent', 'patat', 'fies']",2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2
18,Is het eten lekker allemaal,2: Wat eet ik: Foods,,0.0,['eten'],"['eten', 'lekker', 'allemal']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,22.0,2
19,Pizza,3: Eet smakelijk,3.0,0.0,['pizza'],['pizza'],0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,3
20,Het was leuk vandaag lekker een milkshake en met vrienden klooien ??,"8: Food, ijs, diverse",3.0,2.0,['milkshak'],"['leuk', 'vandag', 'lekker', 'milkshak', 'vriend', 'klooi']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,17.0,8
21,Haaaaaaaam kaaaaas op een tostiiii mmmm lekkerrr in je gezicht smeren verbrand gezicht oeps.....????,6: Eating plans / Tafel,3.0,0.0,"['ham', 'kas']","['ham', 'kas', 'tostii', 'mm', 'lekkerr', 'gezicht', 'smer', 'verbrand', 'gezicht', 'oep']",0.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,6
23,Lekker in de lidl,2: Wat eet ik: Foods,,0.0,['lidl'],"['lekker', 'lidl']",0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,18.0,2
24,Eetsmakelijk,Other,,0.0,['eetsmak'],['eetsmak'],0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,12
25,Ik heb nu zin in een tosti,2: Wat eet ik: Foods,4.0,1.0,['tosti'],"['zin', 'tosti']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,2
26,Wat eten jullie ik patat nou vooral broodje gezond,2: Wat eet ik: Foods,3.0,1.0,"['patat', 'eten', 'gezond', 'broodj']","['eten', 'jullie', 'patat', 'nou', 'vooral', 'broodj', 'gezond']",0.0,10.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.5,0.0,0.0,1.0,0.0,0.0,17.0,2
27,Waarom eten,1: Eten,,1.0,['eten'],"['waarom', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1
28,Jam,2: Wat eet ik: Foods,4.0,0.0,['jam'],['jam'],2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2
29,Zinin taart,2: Wat eet ik: Foods,4.0,1.0,['taart'],"['zinin', 'taart']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,2
30,Eet smakelijk,3: Eet smakelijk,,3.0,"['smakelijk', 'eet']","['eet', 'smakelijk']",2.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,16.0,3
31,Nog steeds honger,5: Drink / Mjamm,,1.0,['honger'],"['sted', 'honger']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,5
32,Mmmmmm jummie,2: Wat eet ik: Foods,,0.0,['jummie'],"['mmm', 'jummie']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,2
33,Eten??,1: Eten,,3.0,['eten'],['eten'],2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1
34,Eten lekker,2: Wat eet ik: Foods,,0.0,['eten'],"['eten', 'lekker']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,17.0,2
35,Ik wil taart,2: Wat eet ik: Foods,4.0,0.0,['taart'],['taart'],0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2
36,Yummy like als j er zin in hebt,5: Drink / Mjamm,,4.0,['yummy'],"['yummy', 'lik', 'zin', 'hebt']",2.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,5
37,Eten!,1: Eten,,2.0,['eten'],['eten'],2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1
38,Tasty,3: Eet smakelijk,,4.0,['tasty'],['tasty'],2.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,3
39,Ik ga vanavond friet eten,1: Eten,4.0,2.0,"['eten', 'friet']","['ga', 'vanavond', 'friet', 'eten']",2.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1
40,Bdnkt Sam?? Nu heb ik weer zin in pizza??,5: Drink / Mjamm,3.0,0.0,['pizza'],"['bdnkt', 'sam', 'wer', 'zin', 'pizza']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
41,HIER KRIJG IK ZO'N HONGER VAN!!!????,5: Drink / Mjamm,,0.0,['honger'],"['krijg', 'honger']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,5
42,Ben ik aan het eten,1: Eten,,2.0,['eten'],['eten'],2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1
43,Mjam,3: Eet smakelijk,,1.0,['mjam'],['mjam'],0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
44,Dit ben ik aan het eten,1: Eten,,0.0,['eten'],['eten'],2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1
45,Eet jij dit ofzo,3: Eet smakelijk,,0.0,['eet'],"['eet', 'jij', 'ofzo']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3
46,Een kilo kaas een kilo worst een kilo groente een kilo fruit en dan nu bestellen,4: Honger,2.0,0.0,"['fruit', 'worst', 'kas', 'groent']","['kilo', 'kas', 'kilo', 'worst', 'kilo', 'groent', 'kilo', 'fruit', 'bestell']",0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,4
47,Goede morgen ik had dit als ontbijt,1: Eten,,2.0,['ontbijt'],"['goed', 'morg', 'ontbijt']",2.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,1.0,21.0,1
48,Ik krijg echt honger van die plaatjes ????????????????????????????????????????????,5: Drink / Mjamm,,1.0,['honger'],"['krijg', 'echt', 'honger', 'plaatjes']",2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,16.0,5
49,Die is bes wel dk,Other,1.0,0.0,['bes'],"['bes', 'wel', 'dk']",1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,12
50,Simon wil een kapsalon!!,Other,4.0,0.0,['kapsalon'],"['simon', 'kapsalon']",0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,12
51,Mjam snotjes,3: Eet smakelijk,,1.0,"['mjam,', 'mjam']","['mjam', 'snotjes']",1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,3
52,Dit ga ik eten,1: Eten,,2.0,['eten'],"['ga', 'eten']",2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1
53,Kaas,Other,4.0,1.0,['kas'],['kas'],1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,12
54,Ja kaas,Other,4.0,0.0,['kas'],['kas'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,12
55,Kass,Other,4.0,0.0,['kas'],['kas'],0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,12
56,Pindakaas ,Other,4.0,0.0,['pindakas'],['pindakas'],0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,12
57,"Ik ga naar een restaurant. Genaamt: Bonte koe. Als toetje kan je een wafel nemen met chocolade saus, slagroom, arbeien en poedersuiler. Mmmmmn?????????????????????????? ",9: Diverse / long,4.0,2.0,"['saus', 'wafel', 'restaurant', 'chocolad', 'slagrom', 'toetj']","['ga', 'restaurant', 'genaamt', 'bont', 'koe', 'toetj', 'wafel', 'nem', 'chocolad', 'saus', 'slagrom', 'arbei', 'poedersuiler', 'mmmn']",0.0,10.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,-0.6499999999999999,0.0,0.0,1.0,0.0,0.0,17.0,9
58,Ik heb je boteram gepakt en het mes en de pindakaas staan klaar,5: Drink / Mjamm,4.0,0.0,['pindakas'],"['boteram', 'gepakt', 'mes', 'pindakas', 'stan', 'klar']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3666666666666667,0.0,0.0,1.0,0.0,0.0,14.0,5
59,Eten,1: Eten,,0.0,['eten'],['eten'],0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,1
60,Moet eten doei!!!!!,1: Eten,,1.0,['eten'],"['eten', 'doei']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,1
61,Lekker smikkelen hoor,3: Eet smakelijk,,0.0,['smikkel'],"['lekker', 'smikkel', 'hor']",0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,17.0,3
62,Smakelijk eten ,3: Eet smakelijk,,4.0,"['eten', 'smakelijk']","['smakelijk', 'eten']",2.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,16.0,3
63,En ze doneren kapot veel,1: Eten,2.0,0.0,['doner'],"['doner', 'kapot']",0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.35,0.0,0.0,1.0,0.0,0.0,17.0,1
64,Nog wat grappen uit ge haalt hoe noem banaan die jouw plaagt een banananana,3: Eet smakelijk,2.0,0.0,['banan'],"['grapp', 'haalt', 'noem', 'banan', 'jouw', 'plaagt', 'banananana']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
65,Ben aan hwt eten,2: Wat eet ik: Foods,,0.0,['eten'],"['hwt', 'eten']",0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,2
66,Dont sap juju on that leid ,Other,5.0,0.0,['sap'],"['dont', 'sap', 'juju', 'on', 'that', 'leid']",0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,12
67,Hoi ken meneer blauwe kreeft,5: Drink / Mjamm,1.0,0.0,['kreeft'],"['hoi', 'ken', 'mener', 'blauw', 'kreeft']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,5
68,Ik Beth Hallo haal haal haal hal Karl Jaap Jaap Jaap Jaap wijn Shop egaal oorden kap Ursel kassa wil Karim local lozen idool alle RMS Els werk Jarno bank katoen xl zo XP XP p von,Other,,0.0,['wijn'],"['beth', 'hallo', 'hal', 'hal', 'hal', 'hal', 'karl', 'jap', 'jap', 'jap', 'jap', 'wijn', 'shop', 'egal', 'oord', 'kap', 'ursel', 'kassa', 'karim', 'local', 'loz', 'idol', 'all', 'rms', 'els', 'werk', 'jarno', 'bank', 'katoen', 'xl', 'xp', 'xp', 'von']",0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,12
69,Hoi smakelijk tot zo ,3: Eet smakelijk,,0.0,['smakelijk'],"['hoi', 'smakelijk']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0,1.0,0.0,0.0,17.0,3
70,Hallo jumbo??????,4: Honger,,0.0,['jumbo'],"['hallo', 'jumbo']",0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,4
71,Lekker pizza ,3: Eet smakelijk,3.0,0.0,['pizza'],"['lekker', 'pizza']",0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.0,1.0,0.0,0.0,17.0,3
72,Lekker pizza eten,3: Eet smakelijk,3.0,0.0,"['pizza', 'eten']","['lekker', 'pizza', 'eten']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,1.0,18.0,3
73,Lekker eten ahah,3: Eet smakelijk,,0.0,['eten'],"['lekker', 'eten', 'ahah']",2.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,18.0,3
74,Gaan op die banaan sem ahah,3: Eet smakelijk,2.0,0.0,['banan'],"['gan', 'banan', 'sem', 'ahah']",0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3
75,Hallo albert heijn,Other,,2.0,['heijn'],"['hallo', 'albert', 'heijn']",0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,12
76,En aldi en emte,7: Dutch meals,,0.0,['aldi'],"['aldi', 'emt']",0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,7
77,En dan moet ik nog eten,1: Eten,,0.0,['eten'],['eten'],0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1
78,Kaas vlinder,6: Eating plans / Tafel,4.0,1.0,['kas'],"['kas', 'vlinder']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,6
79,Sappige banaan,Other,2.0,0.0,['banan'],"['sappig', 'banan']",0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15000000000000002,0.0,0.0,1.0,0.0,0.0,16.0,12
80,Hallo jumbo,4: Honger,,0.0,['jumbo'],"['hallo', 'jumbo']",0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,4
81,Ik ga lekker donut en tompouce eten omdat het gister valentijn was en ik nog wat had overgehouden,2: Wat eet ik: Foods,4.0,0.0,"['donut', 'eten', 'tompouc']","['ga', 'lekker', 'donut', 'tompouc', 'eten', 'gister', 'valentijn', 'overgehoud']",0.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.6,0.0,0.0,1.0,0.0,0.0,15.0,2
82,Hey roj eet smakkelijk,3: Eet smakelijk,,0.0,['eet'],"['hey', 'roj', 'eet', 'smakkelijk']",0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,3
83,Wij friet,1: Eten,4.0,0.0,['friet'],"['wij', 'friet']",0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,1
84,Ik kan smorgens niet eten,1: Eten,,0.0,['eten'],"['smorgen', 'eten']",0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,1
85,Ik bak er echt niets van,1: Eten,,0.0,['bak'],"['bak', 'echt']",1.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,1.0,0.0,24.0,1
86,Owen eet jij niks,3: Eet smakelijk,,2.0,['eet'],"['owen', 'eet', 'jij', 'nik']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
87,Wa eten julliw?,3: Eet smakelijk,,0.0,['eten'],"['wa', 'eten', 'julliw']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3
88,Wat eten jullie?,1: Eten,,1.0,['eten'],"['eten', 'jullie']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,1
89,Wat eet jij?,3: Eet smakelijk,,0.0,['eet'],"['eet', 'jij']",0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3
90,Vies fruit hebben we,5: Drink / Mjamm,2.0,2.0,['fruit'],"['vies', 'fruit', 'we']",2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.75,0.0,0.0,0.0,0.0,1.0,16.0,5
91,Wij eten soort van friet maar groter en sla en kippenbout,2: Wat eet ik: Foods,4.0,3.0,"['eten', 'friet']","['wij', 'eten', 'soort', 'friet', 'groter', 'sla', 'kippenbout']",2.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2
92,Smakelijk eten iedereen tot morgen ,3: Eet smakelijk,,6.0,"['eten', 'smakelijk']","['smakelijk', 'eten', 'iederen', 'morg']",2.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,1.0,17.0,3
93,Like iedereen op de hamburger ,3: Eet smakelijk,4.0,2.0,['hamburger'],"['lik', 'iederen', 'hamburger']",0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,3
